DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV
2018-05-30	29545352	Li Y	2018-03-15	J Am Soc Nephrol	www.ncbi.nlm.nih.gov/pubmed/29545352	Genome-Wide Association Studies of Metabolites in Patients with CKD Identify Multiple Loci and Illuminate Tubular Transport Mechanisms.	Serum metabolite ratios in chronic kidney disease	1,143 European ancestry cases	NA	11q12.2	11	61818857	FADS1, FADS2	FADS1, FADS2			ENSG00000149485, ENSG00000134824	NA	NA	rs35473591-CT	rs35473591	0	35473591	intron_variant	0	NR	2E-23	22.698970004336	(Phosphatidylcholine with diacyl residue sum C38:3/Phosphatidylcholine with acyl-alkyl residue sum C38:5)	0.430615	[0.35-0.51] unit increase	Illumina [up to 9281895] (imputed)	N
2018-05-30	29545352	Li Y	2018-03-15	J Am Soc Nephrol	www.ncbi.nlm.nih.gov/pubmed/29545352	Genome-Wide Association Studies of Metabolites in Patients with CKD Identify Multiple Loci and Illuminate Tubular Transport Mechanisms.	Serum metabolite ratios in chronic kidney disease	1,143 European ancestry cases	NA	11q12.2	11	61818857	FADS1, FADS2	FADS1, FADS2			ENSG00000149485, ENSG00000134824	NA	NA	rs35473591-CT	rs35473591	0	35473591	intron_variant	0	NR	6E-14	13.2218487496164	(Phosphatidylcholine with diacyl residue sum C38:3/Phosphatidylcholine with acyl-alkyl residue sum C40:5)	0.328617	[0.24-0.41] unit increase	Illumina [up to 9281895] (imputed)	N
2018-05-30	29545352	Li Y	2018-03-15	J Am Soc Nephrol	www.ncbi.nlm.nih.gov/pubmed/29545352	Genome-Wide Association Studies of Metabolites in Patients with CKD Identify Multiple Loci and Illuminate Tubular Transport Mechanisms.	Serum metabolite ratios in chronic kidney disease	1,143 European ancestry cases	NA	11q12.2	11	61820833	FADS1, FADS2	FADS2, FADS1			ENSG00000134824, ENSG00000149485	NA	NA	rs174564-G	rs174564	0	174564	intron_variant	0	NR	2E-42	41.698970004336	(Lysophosphatidylcholine with acyl residue C16:0/Lysophosphatidylcholine with acyl residue C20:4)	0.575391	[0.5-0.65] unit increase	Illumina [up to 9281895] (imputed)	N
2018-05-30	29545352	Li Y	2018-03-15	J Am Soc Nephrol	www.ncbi.nlm.nih.gov/pubmed/29545352	Genome-Wide Association Studies of Metabolites in Patients with CKD Identify Multiple Loci and Illuminate Tubular Transport Mechanisms.	Serum metabolite ratios in chronic kidney disease	1,143 European ancestry cases	NA	11q12.2	11	61820833	FADS1, FADS2	FADS2, FADS1			ENSG00000134824, ENSG00000149485	NA	NA	rs174564-G	rs174564	0	174564	intron_variant	0	NR	3E-36	35.5228787452803	(Phosphatidylcholine with diacyl residue sum C34:2/Lysophosphatidylcholine with acyl residue C20:4)	0.524786	[0.45-0.6] unit increase	Illumina [up to 9281895] (imputed)	N
2018-05-30	29545352	Li Y	2018-03-15	J Am Soc Nephrol	www.ncbi.nlm.nih.gov/pubmed/29545352	Genome-Wide Association Studies of Metabolites in Patients with CKD Identify Multiple Loci and Illuminate Tubular Transport Mechanisms.	Serum metabolite ratios in chronic kidney disease	1,143 European ancestry cases	NA	11q12.2	11	61820833	FADS1, FADS2	FADS2, FADS1			ENSG00000134824, ENSG00000149485	NA	NA	rs174564-G	rs174564	0	174564	intron_variant	0	NR	1E-52	52	(Phosphatidylcholine with diacyl residue sum C34:2/Phosphatidylcholine with diacyl residue sum C36:4)	0.645129	[0.57-0.72] unit increase	Illumina [up to 9281895] (imputed)	N
2018-05-30	29545352	Li Y	2018-03-15	J Am Soc Nephrol	www.ncbi.nlm.nih.gov/pubmed/29545352	Genome-Wide Association Studies of Metabolites in Patients with CKD Identify Multiple Loci and Illuminate Tubular Transport Mechanisms.	Serum metabolite ratios in chronic kidney disease	1,143 European ancestry cases	NA	11q12.2	11	61820833	FADS1, FADS2	FADS2, FADS1			ENSG00000134824, ENSG00000149485	NA	NA	rs174564-G	rs174564	0	174564	intron_variant	0	NR	2E-35	34.698970004336	(Phosphatidylcholine with diacyl residue sum C34:2/Phosphatidylcholine with diacyl residue sum C38:4)	0.533243	[0.45-0.61] unit increase	Illumina [up to 9281895] (imputed)	N
2018-05-30	29545352	Li Y	2018-03-15	J Am Soc Nephrol	www.ncbi.nlm.nih.gov/pubmed/29545352	Genome-Wide Association Studies of Metabolites in Patients with CKD Identify Multiple Loci and Illuminate Tubular Transport Mechanisms.	Serum metabolite ratios in chronic kidney disease	1,143 European ancestry cases	NA	11q12.2	11	61820833	FADS1, FADS2	FADS2, FADS1			ENSG00000134824, ENSG00000149485	NA	NA	rs174564-G	rs174564	0	174564	intron_variant	0	NR	3E-34	33.5228787452803	(Phosphatidylcholine with diacyl residue sum C34:2/Phosphatidylcholine with diacyl residue sum C38:5)	0.524021	[0.44-0.61] unit increase	Illumina [up to 9281895] (imputed)	N
2018-05-30	29545352	Li Y	2018-03-15	J Am Soc Nephrol	www.ncbi.nlm.nih.gov/pubmed/29545352	Genome-Wide Association Studies of Metabolites in Patients with CKD Identify Multiple Loci and Illuminate Tubular Transport Mechanisms.	Serum metabolite ratios in chronic kidney disease	1,143 European ancestry cases	NA	11q12.2	11	61820833	FADS1, FADS2	FADS2, FADS1			ENSG00000134824, ENSG00000149485	NA	NA	rs174564-G	rs174564	0	174564	intron_variant	0	NR	4E-32	31.397940008672	(Phosphatidylcholine with diacyl residue sum C34:2/Phosphatidylcholine with acyl-alkyl residue sum C36:5)	0.507788	[0.43-0.59] unit increase	Illumina [up to 9281895] (imputed)	N
2018-05-30	29545352	Li Y	2018-03-15	J Am Soc Nephrol	www.ncbi.nlm.nih.gov/pubmed/29545352	Genome-Wide Association Studies of Metabolites in Patients with CKD Identify Multiple Loci and Illuminate Tubular Transport Mechanisms.	Serum metabolite ratios in chronic kidney disease	1,143 European ancestry cases	NA	11q12.2	11	61820833	FADS1, FADS2	FADS2, FADS1			ENSG00000134824, ENSG00000149485	NA	NA	rs174564-G	rs174564	0	174564	intron_variant	0	NR	2E-26	25.698970004336	(Phosphatidylcholine with diacyl residue sum C34:2/Phosphatidylcholine with acyl-alkyl residue sum C38:4)	0.458945	[0.38-0.54] unit increase	Illumina [up to 9281895] (imputed)	N
2018-05-30	29545352	Li Y	2018-03-15	J Am Soc Nephrol	www.ncbi.nlm.nih.gov/pubmed/29545352	Genome-Wide Association Studies of Metabolites in Patients with CKD Identify Multiple Loci and Illuminate Tubular Transport Mechanisms.	Serum metabolite ratios in chronic kidney disease	1,143 European ancestry cases	NA	11q12.2	11	61820833	FADS1, FADS2	FADS2, FADS1			ENSG00000134824, ENSG00000149485	NA	NA	rs174564-G	rs174564	0	174564	intron_variant	0	NR	3E-36	35.5228787452803	(Phosphatidylcholine with diacyl residue sum C36:2/Lysophosphatidylcholine with acyl residue C20:4)	0.521575	[0.44-0.6] unit increase	Illumina [up to 9281895] (imputed)	N
2018-05-30	29545352	Li Y	2018-03-15	J Am Soc Nephrol	www.ncbi.nlm.nih.gov/pubmed/29545352	Genome-Wide Association Studies of Metabolites in Patients with CKD Identify Multiple Loci and Illuminate Tubular Transport Mechanisms.	Serum metabolite ratios in chronic kidney disease	1,143 European ancestry cases	NA	11q12.2	11	61820833	FADS1, FADS2	FADS2, FADS1			ENSG00000134824, ENSG00000149485	NA	NA	rs174564-G	rs174564	0	174564	intron_variant	0	NR	3E-43	42.5228787452803	(Phosphatidylcholine with diacyl residue sum C36:2/Phosphatidylcholine with diacyl residue sum C36:4)	0.588171	[0.51-0.67] unit increase	Illumina [up to 9281895] (imputed)	N
2018-05-30	29545352	Li Y	2018-03-15	J Am Soc Nephrol	www.ncbi.nlm.nih.gov/pubmed/29545352	Genome-Wide Association Studies of Metabolites in Patients with CKD Identify Multiple Loci and Illuminate Tubular Transport Mechanisms.	Serum metabolite ratios in chronic kidney disease	1,143 European ancestry cases	NA	11q12.2	11	61820833	FADS1, FADS2	FADS2, FADS1			ENSG00000134824, ENSG00000149485	NA	NA	rs174564-G	rs174564	0	174564	intron_variant	0	NR	2E-42	41.698970004336	(Phosphatidylcholine with diacyl residue sum C36:2/Phosphatidylcholine with diacyl residue sum C38:4)	0.582478	[0.5-0.66] unit increase	Illumina [up to 9281895] (imputed)	N
2018-05-30	29545352	Li Y	2018-03-15	J Am Soc Nephrol	www.ncbi.nlm.nih.gov/pubmed/29545352	Genome-Wide Association Studies of Metabolites in Patients with CKD Identify Multiple Loci and Illuminate Tubular Transport Mechanisms.	Serum metabolite ratios in chronic kidney disease	1,143 European ancestry cases	NA	11q12.2	11	61774535	MYRF	TMEM258, MYRF			ENSG00000134825, ENSG00000124920	NA	NA	rs11320420-G	rs11320420	0	11320420	intron_variant	0	NR	1E-18	18	(Phosphatidylcholine with acyl-alkyl residue sum C34:1/Phosphatidylcholine with acyl-alkyl residue sum C38:5)	0.371764	[0.29-0.45] unit increase	Illumina [up to 9281895] (imputed)	N
2018-05-30	29545352	Li Y	2018-03-15	J Am Soc Nephrol	www.ncbi.nlm.nih.gov/pubmed/29545352	Genome-Wide Association Studies of Metabolites in Patients with CKD Identify Multiple Loci and Illuminate Tubular Transport Mechanisms.	Serum metabolite ratios in chronic kidney disease	1,143 European ancestry cases	NA	11q12.2	11	61779596	MYRF	TMEM258, MYRF			ENSG00000134825, ENSG00000124920	NA	NA	rs7943728-A	rs7943728	0	7943728	intron_variant	0	NR	4E-19	18.397940008672	(Phosphatidylcholine with acyl-alkyl residue sum C34:2/Phosphatidylcholine with acyl-alkyl residue sum C36:3)	0.484582	[0.38-0.59] unit decrease	Illumina [up to 9281895] (imputed)	N
2018-05-30	29545352	Li Y	2018-03-15	J Am Soc Nephrol	www.ncbi.nlm.nih.gov/pubmed/29545352	Genome-Wide Association Studies of Metabolites in Patients with CKD Identify Multiple Loci and Illuminate Tubular Transport Mechanisms.	Serum metabolite ratios in chronic kidney disease	1,143 European ancestry cases	NA	11q12.2	11	61781553	MYRF	TMEM258, MYRF			ENSG00000134825, ENSG00000124920	NA	NA	rs174533-A	rs174533	0	174533	intron_variant	0	NR	5E-17	16.301029995664	(Phosphatidylcholine with acyl-alkyl residue sum C34:2/Phosphatidylcholine with acyl-alkyl residue sum C38:6)	0.365851	[0.28-0.45] unit increase	Illumina [up to 9281895] (imputed)	N
2018-05-30	29545352	Li Y	2018-03-15	J Am Soc Nephrol	www.ncbi.nlm.nih.gov/pubmed/29545352	Genome-Wide Association Studies of Metabolites in Patients with CKD Identify Multiple Loci and Illuminate Tubular Transport Mechanisms.	Serum metabolite ratios in chronic kidney disease	1,143 European ancestry cases	NA	11q12.2	11	61785208	MYRF	TMEM258, MYRF			ENSG00000134825, ENSG00000124920	NA	NA	rs174537-T	rs174537	0	174537	non_coding_transcript_exon_variant	0	NR	2E-19	18.698970004336	(Phosphatidylcholine with acyl-alkyl residue sum C36:5/Sphingomyelin with acyl residue sum C16:0)	0.389852	[0.31-0.47] unit decrease	Illumina [up to 9281895] (imputed)	N
2018-05-30	29545352	Li Y	2018-03-15	J Am Soc Nephrol	www.ncbi.nlm.nih.gov/pubmed/29545352	Genome-Wide Association Studies of Metabolites in Patients with CKD Identify Multiple Loci and Illuminate Tubular Transport Mechanisms.	Serum metabolite ratios in chronic kidney disease	1,143 European ancestry cases	NA	11q12.2	11	61785208	MYRF	TMEM258, MYRF			ENSG00000134825, ENSG00000124920	NA	NA	rs174537-T	rs174537	0	174537	non_coding_transcript_exon_variant	0	NR	7E-14	13.1549019599857	(Phosphatidylcholine with acyl-alkyl residue sum C40:5/Phosphatidylcholine with acyl-alkyl residue sum C44:4)	0.32504	[0.24-0.41] unit decrease	Illumina [up to 9281895] (imputed)	N
2018-05-30	29545352	Li Y	2018-03-15	J Am Soc Nephrol	www.ncbi.nlm.nih.gov/pubmed/29545352	Genome-Wide Association Studies of Metabolites in Patients with CKD Identify Multiple Loci and Illuminate Tubular Transport Mechanisms.	Serum metabolite ratios in chronic kidney disease	1,143 European ancestry cases	NA	11q12.2	11	61774535	MYRF	TMEM258, MYRF			ENSG00000134825, ENSG00000124920	NA	NA	rs11320420-G	rs11320420	0	11320420	intron_variant	0	NR	5E-20	19.301029995664	(Phosphatidylcholine with diacyl residue sum C32:1/Phosphatidylcholine with diacyl residue sum C36:5)	0.406939	[0.32-0.49] unit increase	Illumina [up to 9281895] (imputed)	N
2018-05-30	29545352	Li Y	2018-03-15	J Am Soc Nephrol	www.ncbi.nlm.nih.gov/pubmed/29545352	Genome-Wide Association Studies of Metabolites in Patients with CKD Identify Multiple Loci and Illuminate Tubular Transport Mechanisms.	Serum metabolite ratios in chronic kidney disease	1,143 European ancestry cases	NA	11q12.2	11	61774535	MYRF	TMEM258, MYRF			ENSG00000134825, ENSG00000124920	NA	NA	rs11320420-G	rs11320420	0	11320420	intron_variant	0	NR	5E-24	23.301029995664	(Phosphatidylcholine with diacyl residue sum C32:2/Phosphatidylcholine with diacyl residue sum C36:5)	0.440476	[0.36-0.52] unit increase	Illumina [up to 9281895] (imputed)	N
2018-05-30	29545352	Li Y	2018-03-15	J Am Soc Nephrol	www.ncbi.nlm.nih.gov/pubmed/29545352	Genome-Wide Association Studies of Metabolites in Patients with CKD Identify Multiple Loci and Illuminate Tubular Transport Mechanisms.	Serum metabolite ratios in chronic kidney disease	1,143 European ancestry cases	NA	11q12.2	11	61774535	MYRF	TMEM258, MYRF			ENSG00000134825, ENSG00000124920	NA	NA	rs11320420-G	rs11320420	0	11320420	intron_variant	0	NR	7E-15	14.1549019599857	(Phosphatidylcholine with diacyl residue sum C32:2/Phosphatidylcholine with diacyl residue sum C36:6)	0.347264	[0.26-0.43] unit increase	Illumina [up to 9281895] (imputed)	N
2018-05-30	29545352	Li Y	2018-03-15	J Am Soc Nephrol	www.ncbi.nlm.nih.gov/pubmed/29545352	Genome-Wide Association Studies of Metabolites in Patients with CKD Identify Multiple Loci and Illuminate Tubular Transport Mechanisms.	Serum metabolite ratios in chronic kidney disease	1,143 European ancestry cases	NA	11q12.2	11	61779120	MYRF	MYRF, TMEM258			ENSG00000124920, ENSG00000134825	NA	NA	rs174530-G	rs174530	0	174530	non_coding_transcript_exon_variant	0	NR	2E-12	11.698970004336	(Phosphatidylcholine with diacyl residue sum C32:3/Phosphatidylcholine with diacyl residue sum C34:4)	0.303616	[0.22-0.39] unit increase	Illumina [up to 9281895] (imputed)	N
2018-05-30	29545352	Li Y	2018-03-15	J Am Soc Nephrol	www.ncbi.nlm.nih.gov/pubmed/29545352	Genome-Wide Association Studies of Metabolites in Patients with CKD Identify Multiple Loci and Illuminate Tubular Transport Mechanisms.	Serum metabolite ratios in chronic kidney disease	1,143 European ancestry cases	NA	11q12.2	11	61776027	MYRF	TMEM258, MYRF			ENSG00000134825, ENSG00000124920	NA	NA	rs174528-C	rs174528	0	174528	intron_variant	0	NR	5E-18	17.301029995664	(Phosphatidylcholine with diacyl residue sum C32:3/Phosphatidylcholine with diacyl residue sum C36:5)	0.363709	[0.28-0.44] unit increase	Illumina [up to 9281895] (imputed)	N
2018-05-30	29545352	Li Y	2018-03-15	J Am Soc Nephrol	www.ncbi.nlm.nih.gov/pubmed/29545352	Genome-Wide Association Studies of Metabolites in Patients with CKD Identify Multiple Loci and Illuminate Tubular Transport Mechanisms.	Serum metabolite ratios in chronic kidney disease	1,143 European ancestry cases	NA	16p13.11	16	15052204	NTAN1	NTAN1, NTAN1, PDXDC1, PDXDC1			ENSG00000275779, ENSG00000157045, ENSG00000179889, ENSG00000275498	NA	NA	rs35574015-C	rs35574015	0	35574015	intron_variant	0	NR	3E-13	12.5228787452803	(Lysophosphatidylcholine with acyl residue C18:1/Lysophosphatidylcholine with acyl residue C20:3)	0.31705	[0.23-0.4] unit increase	Illumina [up to 9281895] (imputed)	N
2018-05-30	29545352	Li Y	2018-03-15	J Am Soc Nephrol	www.ncbi.nlm.nih.gov/pubmed/29545352	Genome-Wide Association Studies of Metabolites in Patients with CKD Identify Multiple Loci and Illuminate Tubular Transport Mechanisms.	Serum metabolite ratios in chronic kidney disease	1,143 European ancestry cases	NA	10q24.31	10	100315722	PKD2L1	PKD2L1			ENSG00000107593	NA	NA	rs603424-A	rs603424	0	603424	intron_variant	0	NR	3E-13	12.5228787452803	(Lysophosphatidylcholine with acyl residue C16:0/Lysophosphatidylcholine with acyl residue C16:1)	0.35231	[0.26-0.45] unit increase	Illumina [up to 9281895] (imputed)	N
2018-05-30	29545352	Li Y	2018-03-15	J Am Soc Nephrol	www.ncbi.nlm.nih.gov/pubmed/29545352	Genome-Wide Association Studies of Metabolites in Patients with CKD Identify Multiple Loci and Illuminate Tubular Transport Mechanisms.	Serum metabolite ratios in chronic kidney disease	1,143 European ancestry cases	NA	14q23.2	14	63767002	SGPP1, SYNE2	SYNE2			ENSG00000054654	NA	NA	rs8008070-T	rs8008070	0	8008070	intron_variant	0	NR	5E-22	21.301029995664	(Hydroxysphingomyelin with acyl residue sum C14:1/Hydroxysphingomyelin with acyl residue sum C16:1)	0.535136	[0.43-0.64] unit increase	Illumina [up to 9281895] (imputed)	N
2018-05-30	29545352	Li Y	2018-03-15	J Am Soc Nephrol	www.ncbi.nlm.nih.gov/pubmed/29545352	Genome-Wide Association Studies of Metabolites in Patients with CKD Identify Multiple Loci and Illuminate Tubular Transport Mechanisms.	Serum metabolite ratios in chronic kidney disease	1,143 European ancestry cases	NA	10q21.2	10	59709780	SLC16A9	SLC16A9			ENSG00000165449	NA	NA	rs1171614-C	rs1171614	0	1171614	5_prime_UTR_variant	0	NR	3E-12	11.5228787452803	(Valine/Propionylcarnitine)	0.328612	[0.24-0.42] unit decrease	Illumina [up to 9281895] (imputed)	N
2018-05-30	29545352	Li Y	2018-03-15	J Am Soc Nephrol	www.ncbi.nlm.nih.gov/pubmed/29545352	Genome-Wide Association Studies of Metabolites in Patients with CKD Identify Multiple Loci and Illuminate Tubular Transport Mechanisms.	Serum metabolite ratios in chronic kidney disease	1,143 European ancestry cases	NA	1p31.1	1	75671921	SLC44A5, ACADM	AL137803.1			ENSG00000230863	NA	NA	rs12134854-C	rs12134854	0	12134854	intron_variant	0	NR	2E-18	17.698970004336	(Decanoylcarnitine/Tetradecenoylcarnitine)	0.368137	[0.29-0.45] unit decrease	Illumina [up to 9281895] (imputed)	N
2018-05-30	29545352	Li Y	2018-03-15	J Am Soc Nephrol	www.ncbi.nlm.nih.gov/pubmed/29545352	Genome-Wide Association Studies of Metabolites in Patients with CKD Identify Multiple Loci and Illuminate Tubular Transport Mechanisms.	Serum metabolite ratios in chronic kidney disease	1,143 European ancestry cases	NA	1p31.1	1	75702239	SLC44A5, ACADM	AL137803.1			ENSG00000230863	NA	NA	rs76963882-C	rs76963882	0	76963882	intron_variant	0	NR	4E-30	29.397940008672	(Decanoylcarnitine/Dodecanoylcarnitine)	0.504574	[0.42-0.59] unit decrease	Illumina [up to 9281895] (imputed)	N
2018-05-30	29545352	Li Y	2018-03-15	J Am Soc Nephrol	www.ncbi.nlm.nih.gov/pubmed/29545352	Genome-Wide Association Studies of Metabolites in Patients with CKD Identify Multiple Loci and Illuminate Tubular Transport Mechanisms.	Serum metabolite ratios in chronic kidney disease	1,143 European ancestry cases	NA	14q24.1	14	67502391	TMEM229B	TMEM229B			ENSG00000198133	NA	NA	rs72719193-A	rs72719193	0	72719193	intron_variant	0	NR	3E-16	15.5228787452803	(Phosphatidylcholine with acyl-alkyl residue sum C32:2/Phosphatidylcholine with acyl-alkyl residue sum C34:1)	0.330504	[0.25-0.41] unit decrease	Illumina [up to 9281895] (imputed)	N
2018-05-30	29545352	Li Y	2018-03-15	J Am Soc Nephrol	www.ncbi.nlm.nih.gov/pubmed/29545352	Genome-Wide Association Studies of Metabolites in Patients with CKD Identify Multiple Loci and Illuminate Tubular Transport Mechanisms.	Serum metabolite ratios in chronic kidney disease	1,143 European ancestry cases	NA	14q24.1	14	67502391	TMEM229B	TMEM229B			ENSG00000198133	NA	NA	rs72719193-A	rs72719193	0	72719193	intron_variant	0	NR	4E-21	20.397940008672	(Phosphatidylcholine with acyl-alkyl residue sum C36:5/Phosphatidylcholine with acyl-alkyl residue sum C38:5)	0.376328	[0.3-0.45] unit decrease	Illumina [up to 9281895] (imputed)	N
2018-05-30	29545352	Li Y	2018-03-15	J Am Soc Nephrol	www.ncbi.nlm.nih.gov/pubmed/29545352	Genome-Wide Association Studies of Metabolites in Patients with CKD Identify Multiple Loci and Illuminate Tubular Transport Mechanisms.	Serum metabolite ratios in chronic kidney disease	1,143 European ancestry cases	NA	14q24.1	14	67509105	TMEM229B	TMEM229B			ENSG00000198133	NA	NA	rs1077989-C	rs1077989	0	1077989	intron_variant	0	NR	3E-14	13.5228787452803	(Phosphatidylcholine with acyl-alkyl residue sum C32:2/Hydroxysphingomyelin with acyl residue sum C22:2)	0.308987	[0.23-0.39] unit decrease	Illumina [up to 9281895] (imputed)	N
2018-05-30	29545352	Li Y	2018-03-15	J Am Soc Nephrol	www.ncbi.nlm.nih.gov/pubmed/29545352	Genome-Wide Association Studies of Metabolites in Patients with CKD Identify Multiple Loci and Illuminate Tubular Transport Mechanisms.	Serum metabolite ratios in chronic kidney disease	1,143 European ancestry cases	NA	14q24.1	14	67509105	TMEM229B	TMEM229B			ENSG00000198133	NA	NA	rs1077989-C	rs1077989	0	1077989	intron_variant	0	NR	6E-16	15.2218487496164	(Phosphatidylcholine with acyl-alkyl residue sum C32:2/Sphingomyelin with acyl residue sum C16:1)	0.328811	[0.25-0.41] unit decrease	Illumina [up to 9281895] (imputed)	N
2018-05-30	29545352	Li Y	2018-03-15	J Am Soc Nephrol	www.ncbi.nlm.nih.gov/pubmed/29545352	Genome-Wide Association Studies of Metabolites in Patients with CKD Identify Multiple Loci and Illuminate Tubular Transport Mechanisms.	Serum metabolite ratios in chronic kidney disease	1,143 European ancestry cases	NA	14q24.1	14	67509105	TMEM229B	TMEM229B			ENSG00000198133	NA	NA	rs1077989-C	rs1077989	0	1077989	intron_variant	0	NR	2E-20	19.698970004336	(Phosphatidylcholine with acyl-alkyl residue sum C36:4/Phosphatidylcholine with acyl-alkyl residue sum C36:5)	0.368982	[0.29-0.45] unit increase	Illumina [up to 9281895] (imputed)	N
2018-05-30	29545352	Li Y	2018-03-15	J Am Soc Nephrol	www.ncbi.nlm.nih.gov/pubmed/29545352	Genome-Wide Association Studies of Metabolites in Patients with CKD Identify Multiple Loci and Illuminate Tubular Transport Mechanisms.	Serum metabolite ratios in chronic kidney disease	1,143 European ancestry cases	NA	14q24.1	14	67509608	TMEM229B	TMEM229B			ENSG00000198133	NA	NA	rs1885041-T	rs1885041	0	1885041	intron_variant	0	NR	5E-30	29.301029995664	(Phosphatidylcholine with acyl-alkyl residue sum C32:1/Phosphatidylcholine with acyl-alkyl residue sum C34:1)	0.452313	[0.38-0.53] unit decrease	Illumina [up to 9281895] (imputed)	N
2018-05-30	29545352	Li Y	2018-03-15	J Am Soc Nephrol	www.ncbi.nlm.nih.gov/pubmed/29545352	Genome-Wide Association Studies of Metabolites in Patients with CKD Identify Multiple Loci and Illuminate Tubular Transport Mechanisms.	Serum metabolite ratios in chronic kidney disease	1,143 European ancestry cases	NA	14q24.1	14	67509608	TMEM229B	TMEM229B			ENSG00000198133	NA	NA	rs1885041-T	rs1885041	0	1885041	intron_variant	0	NR	5E-22	21.301029995664	(Phosphatidylcholine with diacyl residue sum C32:0/Phosphatidylcholine with acyl-alkyl residue sum C32:1)	0.384229	[0.31-0.46] unit increase	Illumina [up to 9281895] (imputed)	N
2018-05-30	29545352	Li Y	2018-03-15	J Am Soc Nephrol	www.ncbi.nlm.nih.gov/pubmed/29545352	Genome-Wide Association Studies of Metabolites in Patients with CKD Identify Multiple Loci and Illuminate Tubular Transport Mechanisms.	Serum metabolite ratios in chronic kidney disease	1,143 European ancestry cases	NA	11q12.2	11	61790331	TMEM258	TMEM258			ENSG00000134825	NA	NA	rs102275-C	rs102275	0	102275	non_coding_transcript_exon_variant	0	NR	2E-75	74.698970004336	(Lysophosphatidylcholine with acyl residue C20:3/Lysophosphatidylcholine with acyl residue C20:4)	0.753679	[0.68-0.83] unit increase	Illumina [up to 9281895] (imputed)	N
2018-05-30	29545352	Li Y	2018-03-15	J Am Soc Nephrol	www.ncbi.nlm.nih.gov/pubmed/29545352	Genome-Wide Association Studies of Metabolites in Patients with CKD Identify Multiple Loci and Illuminate Tubular Transport Mechanisms.	Serum metabolite ratios in chronic kidney disease	1,143 European ancestry cases	NA	11q12.2	11	61790331	TMEM258	TMEM258			ENSG00000134825	NA	NA	rs102275-C	rs102275	0	102275	non_coding_transcript_exon_variant	0	NR	3E-40	39.5228787452803	(Phosphatidylcholine with diacyl residue sum C34:1/Phosphatidylcholine with diacyl residue sum C36:4)	0.565899	[0.49-0.65] unit increase	Illumina [up to 9281895] (imputed)	N
2018-05-30	29545352	Li Y	2018-03-15	J Am Soc Nephrol	www.ncbi.nlm.nih.gov/pubmed/29545352	Genome-Wide Association Studies of Metabolites in Patients with CKD Identify Multiple Loci and Illuminate Tubular Transport Mechanisms.	Serum metabolite ratios in chronic kidney disease	1,143 European ancestry cases	NA	11q12.2	11	61790331	TMEM258	TMEM258			ENSG00000134825	NA	NA	rs102275-C	rs102275	0	102275	non_coding_transcript_exon_variant	0	NR	7E-27	26.1549019599857	(Phosphatidylcholine with diacyl residue sum C34:1/Phosphatidylcholine with diacyl residue sum C38:4)	0.462963	[0.38-0.55] unit increase	Illumina [up to 9281895] (imputed)	N
2018-05-30	29545352	Li Y	2018-03-15	J Am Soc Nephrol	www.ncbi.nlm.nih.gov/pubmed/29545352	Genome-Wide Association Studies of Metabolites in Patients with CKD Identify Multiple Loci and Illuminate Tubular Transport Mechanisms.	Serum metabolite ratios in chronic kidney disease	1,143 European ancestry cases	NA	11q12.2	11	61790331	TMEM258	TMEM258			ENSG00000134825	NA	NA	rs102275-C	rs102275	0	102275	non_coding_transcript_exon_variant	0	NR	2E-32	31.698970004336	(Phosphatidylcholine with diacyl residue sum C34:1/Phosphatidylcholine with diacyl residue sum C38:5)	0.505096	[0.42-0.59] unit increase	Illumina [up to 9281895] (imputed)	N
2018-05-30	29545352	Li Y	2018-03-15	J Am Soc Nephrol	www.ncbi.nlm.nih.gov/pubmed/29545352	Genome-Wide Association Studies of Metabolites in Patients with CKD Identify Multiple Loci and Illuminate Tubular Transport Mechanisms.	Serum metabolite ratios in chronic kidney disease	1,143 European ancestry cases	NA	11q12.2	11	61790331	TMEM258	TMEM258			ENSG00000134825	NA	NA	rs102275-C	rs102275	0	102275	non_coding_transcript_exon_variant	0	NR	2E-15	14.698970004336	(Phosphatidylcholine with diacyl residue sum C34:2/Phosphatidylcholine with diacyl residue sum C40:5)	0.348733	[0.26-0.43] unit increase	Illumina [up to 9281895] (imputed)	N
