Gene stable ID	Human gene stable ID	Human gene name	Gene name
ENSMUSG00000041779	ENSG00000065308	TRAM2	Tram2
ENSMUSG00000036067	ENSG00000160326	SLC2A6	Slc2a6
ENSMUSG00000076470	ENSG00000211717	TRBV10-1	Trbv13-3
ENSMUSG00000076470	ENSG00000229769	TRBV10-2	Trbv13-3
ENSMUSG00000076470	ENSG00000275791	TRBV10-3	Trbv13-3
ENSMUSG00000054115	ENSG00000145604	SKP2	Skp2
ENSMUSG00000038028	ENSG00000078237	TIGAR	Tigar
ENSMUSG00000000627	ENSG00000135622	SEMA4F	Sema4f
ENSMUSG00000035093	ENSG00000138593	SECISBP2L	Secisbp2l
ENSMUSG00000026942	ENSG00000127191	TRAF2	Traf2
ENSMUSG00000000579	ENSG00000146425	DYNLT1	Dynlt1c
ENSMUSG00000028295	ENSG00000111850	SMIM8	Smim8
ENSMUSG00000021680	ENSG00000145708	CRHBP	Crhbp
ENSMUSG00000095139	ENSG00000184486	POU3F2	Pou3f2
ENSMUSG00000048222	ENSG00000140259	MFAP1	Mfap1b
ENSMUSG00000004947	ENSG00000091073	DTX2	Dtx2
ENSMUSG00000002345	ENSG00000064489	BORCS8-MEF2B	Borcs8
ENSMUSG00000002345	ENSG00000254901	BORCS8	Borcs8
ENSMUSG00000042138	ENSG00000120458	MSANTD2	Msantd2
ENSMUSG00000031750	ENSG00000157368	IL34	Il34
ENSMUSG00000034224	ENSG00000166558	SLC38A8	Slc38a8
ENSMUSG00000020014	ENSG00000188596	CFAP54	Cfap54
ENSMUSG00000058883	ENSG00000197013	ZNF429	Zfp708
ENSMUSG00000050901	ENSG00000134640	MTNR1B	Mtnr1b
ENSMUSG00000040197	ENSG00000090659	CD209	Cd209e
ENSMUSG00000034164	ENSG00000186998	EMID1	Emid1
ENSMUSG00000058440	ENSG00000106459	NRF1	Nrf1
ENSMUSG00000024924	ENSG00000147852	VLDLR	Vldlr
ENSMUSG00000028786	ENSG00000121900	TMEM54	Tmem54
ENSMUSG00000025352	ENSG00000135414	GDF11	Gdf11
ENSMUSG00000090641	ENSG00000213799	ZNF845	Zfp712
ENSMUSG00000037653	ENSG00000183783	KCTD8	Kctd8
ENSMUSG00000001918	ENSG00000105281	SLC1A5	Slc1a5
ENSMUSG00000062825	ENSG00000184009	ACTG1	Actg1
ENSMUSG00000040699	ENSG00000136490	LIMD2	Limd2
ENSMUSG00000029309	ENSG00000152583	SPARCL1	Sparcl1
ENSMUSG00000028082	ENSG00000109686	SH3D19	Sh3d19
ENSMUSG00000100235	ENSG00000197013	ZNF429	Gm28557
ENSMUSG00000028525	ENSG00000184588	PDE4B	Pde4b
ENSMUSG00000075270	ENSG00000284741	PDE11A	Pde11a
ENSMUSG00000075270	ENSG00000128655	PDE11A	Pde11a
ENSMUSG00000074378	ENSG00000188334	BSPH1	Bsph1
ENSMUSG00000074824	ENSG00000197013	ZNF429	Rslcan18
ENSMUSG00000045140	ENSG00000277161	PIGW	Pigw
ENSMUSG00000022159	ENSG00000129472	RAB2B	Rab2b
ENSMUSG00000026456	ENSG00000159348	CYB5R1	Cyb5r1
ENSMUSG00000053469	ENSG00000042832	TG	Tg
ENSMUSG00000043415	ENSG00000165312	OTUD1	Otud1
ENSMUSG00000014301	ENSG00000217930	PAM16	Pam16
ENSMUSG00000063804	ENSG00000187772	LIN28B	Lin28b
ENSMUSG00000019368	ENSG00000133488	SEC14L4	Sec14l4
ENSMUSG00000033107	ENSG00000101695	RNF125	Rnf125
ENSMUSG00000066640	ENSG00000155034	FBXL18	Fbxl18
ENSMUSG00000031495	ENSG00000090659	CD209	Cd209d
ENSMUSG00000079262	ENSG00000084453	SLCO1A2	Slco1a6
ENSMUSG00000005952	ENSG00000196689	TRPV1	Trpv1
ENSMUSG00000021250	ENSG00000170345	FOS	Fos
ENSMUSG00000033147	ENSG00000163393	SLC22A15	Slc22a15
ENSMUSG00000014303	ENSG00000126603	GLIS2	Glis2
ENSMUSG00000052783	ENSG00000125388	GRK4	Grk4
ENSMUSG00000028785	ENSG00000121905	HPCA	Hpca
ENSMUSG00000104301	ENSG00000174776	WDR49	Wdr49
ENSMUSG00000028664	ENSG00000133216	EPHB2	Ephb2
ENSMUSG00000028906	ENSG00000159023	EPB41	Epb41
ENSMUSG00000100240	ENSG00000139351	SYCP3	Gm20820
ENSMUSG00000028441	ENSG00000164972	C9orf24	1110017D15Rik
ENSMUSG00000025933	ENSG00000096092	TMEM14A	Tmem14a
ENSMUSG00000030098	ENSG00000144596	GRIP2	Grip2
ENSMUSG00000045225	ENSG00000187612	OR5W2	Olfr1152
ENSMUSG00000028999	ENSG00000135249	RINT1	Rint1
ENSMUSG00000028822	ENSG00000183726	TMEM50A	Tmem50a
ENSMUSG00000026037	ENSG00000115942	ORC2	Orc2
ENSMUSG00000095677	ENSG00000146425	DYNLT1	Dynlt1f
ENSMUSG00000028710	ENSG00000123472	ATPAF1	Atpaf1
ENSMUSG00000044499	ENSG00000249853	HS3ST5	Hs3st5
ENSMUSG00000093593	ENSG00000140983	RHOT2	Gm20683
ENSMUSG00000049013	ENSG00000189099	PRSS48	Prss48
ENSMUSG00000034235	ENSG00000166348	USP54	Usp54
ENSMUSG00000079547	ENSG00000248993	AL645941.2	H2-DMb1
ENSMUSG00000054752	ENSG00000106701	FSD1L	Fsd1l
ENSMUSG00000001131	ENSG00000102265	TIMP1	Timp1
ENSMUSG00000051185	ENSG00000174132	FAM174A	Fam174a
ENSMUSG00000022738	ENSG00000063515	GSC2	Gsc2
ENSMUSG00000040964	ENSG00000074964	ARHGEF10L	Arhgef10l
ENSMUSG00000048197	ENSG00000187612	OR5W2	Olfr1153
ENSMUSG00000052688	ENSG00000276600	RAB7B	Rab7b
ENSMUSG00000075145	ENSG00000205029	OR5D16	Olfr1155
ENSMUSG00000007805	ENSG00000233608	TWIST2	Twist2
ENSMUSG00000021679	ENSG00000171643	S100Z	S100z
ENSMUSG00000075144	ENSG00000205030	OR5L2	Olfr1156
ENSMUSG00000075144	ENSG00000279395	OR5L1	Olfr1156
ENSMUSG00000030816	ENSG00000103549	RNF40	Rnf40
ENSMUSG00000020652	ENSG00000138092	CENPO	Cenpo
ENSMUSG00000040181	ENSG00000010932	FMO1	Fmo1
ENSMUSG00000003575	ENSG00000105662	CRTC1	Crtc1
ENSMUSG00000021120	ENSG00000100564	PIGH	Pigh
ENSMUSG00000025147	ENSG00000182208	MOB2	Mob2
ENSMUSG00000021765	ENSG00000134363	FST	Fst
ENSMUSG00000033207	ENSG00000165072	MAMDC2	Mamdc2
ENSMUSG00000020804	ENSG00000129673	AANAT	Aanat
ENSMUSG00000022667	ENSG00000163606	CD200R1	Cd200r1
ENSMUSG00000022667	ENSG00000206531	CD200R1L	Cd200r1
ENSMUSG00000024695	ENSG00000186660	ZFP91	Zfp91
ENSMUSG00000024695	ENSG00000255073	ZFP91-CNTF	Zfp91
ENSMUSG00000058153	ENSG00000100095	SEZ6L	Sez6l
ENSMUSG00000060716	ENSG00000054690	PLEKHH1	Plekhh1
ENSMUSG00000016831	ENSG00000092203	TOX4	Tox4
ENSMUSG00000045539	ENSG00000163209	SPRR3	Sprr3
ENSMUSG00000048920	ENSG00000181027	FKRP	Fkrp
ENSMUSG00000020806	ENSG00000129667	RHBDF2	Rhbdf2
ENSMUSG00000076471	ENSG00000211720	TRBV11-1	Trbv14
ENSMUSG00000076471	ENSG00000276597	TRBV11-3	Trbv14
ENSMUSG00000014039	ENSG00000141956	PRDM15	Prdm15
ENSMUSG00000003559	ENSG00000214435	AS3MT	As3mt
ENSMUSG00000075143	ENSG00000205030	OR5L2	Olfr1157
ENSMUSG00000075143	ENSG00000279395	OR5L1	Olfr1157
ENSMUSG00000118491	ENSG00000186660	ZFP91	Zfp91
ENSMUSG00000118491	ENSG00000255073	ZFP91-CNTF	Zfp91
ENSMUSG00000020696	ENSG00000092871	RFFL	Rffl
ENSMUSG00000044813	ENSG00000255872	AL138752.2	Shb
ENSMUSG00000044813	ENSG00000107338	SHB	Shb
ENSMUSG00000079415	ENSG00000242689	CNTF	Cntf
ENSMUSG00000030374	ENSG00000090372	STRN4	Strn4
ENSMUSG00000020654	ENSG00000138031	ADCY3	Adcy3
ENSMUSG00000025499	ENSG00000174775	HRAS	Hras
ENSMUSG00000037266	ENSG00000117616	RSRP1	Rsrp1
ENSMUSG00000068748	ENSG00000106278	PTPRZ1	Ptprz1
ENSMUSG00000058351	ENSG00000168273	SMIM4	Smim4
ENSMUSG00000019892	ENSG00000133640	LRRIQ1	Lrriq1
ENSMUSG00000068479	ENSG00000140259	MFAP1	Mfap1a
ENSMUSG00000028378	ENSG00000106853	PTGR1	Ptgr1
ENSMUSG00000079036	ENSG00000100601	ALKBH1	Alkbh1
ENSMUSG00000019647	ENSG00000092421	SEMA6A	Sema6a
ENSMUSG00000023947	ENSG00000146232	NFKBIE	Nfkbie
ENSMUSG00000020009	ENSG00000027697	IFNGR1	Ifngr1
ENSMUSG00000042323	ENSG00000163939	PBRM1	Pbrm1
ENSMUSG00000053268	ENSG00000152591	DSPP	Dspp
ENSMUSG00000076472	ENSG00000274752	TRBV12-3	Trbv15
ENSMUSG00000076472	ENSG00000276953	TRBV12-4	Trbv15
ENSMUSG00000031714	ENSG00000109458	GAB1	Gab1
ENSMUSG00000005220	ENSG00000145244	CORIN	Corin
ENSMUSG00000076474	ENSG00000276819	TRBV15	Trbv17
ENSMUSG00000041355	ENSG00000163479	SSR2	Ssr2
ENSMUSG00000095294	ENSG00000188877	POTEA	Gm21119
ENSMUSG00000075142	ENSG00000186119	OR5D18	Olfr74
ENSMUSG00000025219	ENSG00000107831	FGF8	Fgf8
ENSMUSG00000025380	ENSG00000186765	FSCN2	Fscn2
ENSMUSG00000076475	ENSG00000211746	TRBV19	Trbv19
ENSMUSG00000032024	ENSG00000166250	CLMP	Clmp
ENSMUSG00000040710	ENSG00000113532	ST8SIA4	St8sia4
ENSMUSG00000044701	ENSG00000197272	IL27	Il27
ENSMUSG00000041681	ENSG00000121351	IAPP	Iapp
ENSMUSG00000038402	ENSG00000137273	FOXF2	Foxf2
ENSMUSG00000033053	ENSG00000204711	C9orf135	1700028P14Rik
ENSMUSG00000078671	ENSG00000173575	CHD2	Chd2
ENSMUSG00000021040	ENSG00000119705	SLIRP	Slirp
ENSMUSG00000076476	ENSG00000211747	TRBV20-1	Trbv20
ENSMUSG00000076476	ENSG00000205274	TRBV20OR9-2	Trbv20
ENSMUSG00000063975	ENSG00000084453	SLCO1A2	Slco1a5
ENSMUSG00000090291	ENSG00000204950	LRRC10B	Lrrc10b
ENSMUSG00000027428	ENSG00000089050	RBBP9	Rbbp9
ENSMUSG00000030720	ENSG00000261832	AC138894.1	Cln3
ENSMUSG00000030720	ENSG00000188603	CLN3	Cln3
ENSMUSG00000020581	ENSG00000106541	AGR2	Agr2
ENSMUSG00000034271	ENSG00000140044	JDP2	Jdp2
ENSMUSG00000074704	ENSG00000244588	RAD21L1	Rad21l
ENSMUSG00000021023	ENSG00000258790	AL121594.1	Prorp
ENSMUSG00000021023	ENSG00000100890	PRORP	Prorp
ENSMUSG00000061195	ENSG00000177693	OR4F4	Olfr1289
ENSMUSG00000061195	ENSG00000186092	OR4F5	Olfr1289
ENSMUSG00000061195	ENSG00000176695	OR4F17	Olfr1289
ENSMUSG00000069631	ENSG00000266173	STRADA	Strada
ENSMUSG00000021039	ENSG00000100603	SNW1	Snw1
ENSMUSG00000022372	ENSG00000155926	SLA	Sla
ENSMUSG00000105993	ENSG00000282419	TEX13D	Tex13c2
ENSMUSG00000105993	ENSG00000282815	TEX13C	Tex13c2
ENSMUSG00000025428	ENSG00000152234	ATP5F1A	Atp5a1
ENSMUSG00000076478	ENSG00000211749	TRBV23-1	Trbv23
ENSMUSG00000002104	ENSG00000165917	RAPSN	Rapsn
ENSMUSG00000052712	ENSG00000198663	C6orf89	BC004004
ENSMUSG00000046008	ENSG00000175535	PNLIP	Pnlip
ENSMUSG00000037321	ENSG00000168394	TAP1	Tap1
ENSMUSG00000070426	ENSG00000137522	RNF121	Rnf121
ENSMUSG00000040610	ENSG00000164438	TLX3	Tlx3
ENSMUSG00000022840	ENSG00000173175	ADCY5	Adcy5
ENSMUSG00000078799	ENSG00000105398	SULT2A1	Sult2a5
ENSMUSG00000024843	ENSG00000110721	CHKA	Chka
ENSMUSG00000096626	ENSG00000139351	SYCP3	Gm21861
ENSMUSG00000076479	ENSG00000211749	TRBV23-1	Trbv26
ENSMUSG00000050295	ENSG00000054598	FOXC1	Foxc1
ENSMUSG00000046807	ENSG00000178026	LRRC75B	Lrrc75b
ENSMUSG00000024317	ENSG00000134758	RNF138	Rnf138
ENSMUSG00000048540	ENSG00000177551	NHLH2	Nhlh2
ENSMUSG00000014195	ENSG00000168259	DNAJC7	Dnajc7
ENSMUSG00000028709	ENSG00000142961	MOB3C	Mob3c
ENSMUSG00000020393	ENSG00000183762	KREMEN1	Kremen1
ENSMUSG00000025384	ENSG00000185504	FAAP100	Faap100
ENSMUSG00000051885	ENSG00000181001	OR52N1	Olfr664
ENSMUSG00000078622	ENSG00000108588	CCDC47	Ccdc47
ENSMUSG00000040594	ENSG00000204764	RANBP17	Ranbp17
ENSMUSG00000001583	ENSG00000174292	TNK1	Tnk1
ENSMUSG00000051851	ENSG00000134590	RTL8C	Rtl8c
ENSMUSG00000051851	ENSG00000203950	RTL8A	Rtl8c
ENSMUSG00000051851	ENSG00000212747	RTL8B	Rtl8c
ENSMUSG00000015522	ENSG00000143437	ARNT	Arnt
ENSMUSG00000025934	ENSG00000182793	GSTA5	Gsta3
ENSMUSG00000061816	ENSG00000168530	MYL1	Myl1
ENSMUSG00000029438	ENSG00000110987	BCL7A	Bcl7a
ENSMUSG00000026036	ENSG00000196290	NIF3L1	Nif3l1
ENSMUSG00000037089	ENSG00000157593	SLC35B2	Slc35b2
ENSMUSG00000080316	ENSG00000182310	SPACA6	Spaca6
ENSMUSG00000021311	ENSG00000116984	MTR	Mtr
ENSMUSG00000021022	ENSG00000092020	PPP2R3C	Ppp2r3c
ENSMUSG00000020100	ENSG00000198246	SLC29A3	Slc29a3
ENSMUSG00000045835	ENSG00000112273	HDGFL1	Hdgfl1
ENSMUSG00000016150	ENSG00000009694	TENM1	Tenm1
ENSMUSG00000027840	ENSG00000134245	WNT2B	Wnt2b
ENSMUSG00000009214	ENSG00000187616	MYMK	Mymk
ENSMUSG00000021799	ENSG00000122375	OPN4	Opn4
ENSMUSG00000039967	ENSG00000188994	ZNF292	Zfp292
ENSMUSG00000029833	ENSG00000122779	TRIM24	Trim24
ENSMUSG00000035529	ENSG00000110851	PRDM4	Prdm4
ENSMUSG00000030077	ENSG00000134121	CHL1	Chl1
ENSMUSG00000037887	ENSG00000184545	DUSP8	Dusp8
ENSMUSG00000029656	ENSG00000021852	C8B	C8b
ENSMUSG00000020061	ENSG00000196091	MYBPC1	Mybpc1
ENSMUSG00000014158	ENSG00000111199	TRPV4	Trpv4
ENSMUSG00000020220	ENSG00000048707	VPS13D	Vps13d
ENSMUSG00000096199	ENSG00000184924	PTRHD1	Ptrhd1
ENSMUSG00000039652	ENSG00000107864	CPEB3	Cpeb3
ENSMUSG00000092345	ENSG00000244115	DNAJC25-GNG10	Gm20503
ENSMUSG00000070972	ENSG00000059769	DNAJC25	Dnajc25
ENSMUSG00000101158	ENSG00000139351	SYCP3	Gm20894
ENSMUSG00000050967	ENSG00000175874	CREG2	Creg2
ENSMUSG00000109859	ENSG00000212725	KRTAP2-1	Gm45618
ENSMUSG00000109859	ENSG00000213417	KRTAP2-4	Gm45618
ENSMUSG00000109859	ENSG00000212724	KRTAP2-3	Gm45618
ENSMUSG00000109859	ENSG00000214518	KRTAP2-2	Gm45618
ENSMUSG00000109859	ENSG00000215454	KRTAP10-4	Gm45618
ENSMUSG00000109859	ENSG00000243489	KRTAP10-11	Gm45618
ENSMUSG00000109859	ENSG00000188155	KRTAP10-6	Gm45618
ENSMUSG00000109859	ENSG00000221837	KRTAP10-9	Gm45618
ENSMUSG00000109859	ENSG00000241241	KRTAP4-16	Gm45618
ENSMUSG00000109859	ENSG00000212721	KRTAP4-11	Gm45618
ENSMUSG00000109859	ENSG00000212722	KRTAP4-9	Gm45618
ENSMUSG00000109859	ENSG00000204880	KRTAP4-8	Gm45618
ENSMUSG00000109859	ENSG00000171396	KRTAP4-4	Gm45618
ENSMUSG00000109859	ENSG00000244537	KRTAP4-2	Gm45618
ENSMUSG00000109859	ENSG00000198443	KRTAP4-1	Gm45618
ENSMUSG00000109859	ENSG00000241123	KRTAP10-5	Gm45618
ENSMUSG00000109859	ENSG00000215455	KRTAP10-1	Gm45618
ENSMUSG00000109859	ENSG00000212935	KRTAP10-3	Gm45618
ENSMUSG00000109859	ENSG00000212659	KRTAP9-6	Gm45618
ENSMUSG00000109859	ENSG00000204873	KRTAP9-3	Gm45618
ENSMUSG00000109859	ENSG00000187272	KRTAP9-8	Gm45618
ENSMUSG00000109859	ENSG00000241595	KRTAP9-4	Gm45618
ENSMUSG00000109859	ENSG00000198083	KRTAP9-9	Gm45618
ENSMUSG00000109859	ENSG00000239886	KRTAP9-2	Gm45618
ENSMUSG00000109859	ENSG00000180386	KRTAP9-7	Gm45618
ENSMUSG00000109859	ENSG00000240542	KRTAP9-1	Gm45618
ENSMUSG00000109859	ENSG00000198271	KRTAP4-5	Gm45618
ENSMUSG00000110091	ENSG00000205864	KRTAP5-6	Gm39115
ENSMUSG00000110091	ENSG00000241233	KRTAP5-8	Gm39115
ENSMUSG00000110061	ENSG00000205864	KRTAP5-6	Gm45337
ENSMUSG00000110061	ENSG00000241233	KRTAP5-8	Gm45337
ENSMUSG00000109655	ENSG00000185940	KRTAP5-5	Gm29735
ENSMUSG00000109655	ENSG00000205867	KRTAP5-2	Gm29735
ENSMUSG00000043257	ENSG00000060642	PIGV	Pigv
ENSMUSG00000029307	ENSG00000152592	DMP1	Dmp1
ENSMUSG00000051950	ENSG00000187676	B3GLCT	B3glct
ENSMUSG00000067925	ENSG00000134590	RTL8C	Rtl8a
ENSMUSG00000067925	ENSG00000203950	RTL8A	Rtl8a
ENSMUSG00000067925	ENSG00000212747	RTL8B	Rtl8a
ENSMUSG00000019461	ENSG00000187838	PLSCR3	Plscr3
ENSMUSG00000036880	ENSG00000167315	ACAA2	Acaa2
ENSMUSG00000029775	ENSG00000128607	KLHDC10	Klhdc10
ENSMUSG00000067924	ENSG00000134590	RTL8C	Rtl8b
ENSMUSG00000067924	ENSG00000203950	RTL8A	Rtl8b
ENSMUSG00000067924	ENSG00000212747	RTL8B	Rtl8b
ENSMUSG00000087035	ENSG00000215595	C20orf202	Tmem74bos
ENSMUSG00000024862	ENSG00000174996	KLC2	Klc2
ENSMUSG00000076480	ENSG00000211753	TRBV28	Trbv29
ENSMUSG00000038607	ENSG00000242616	GNG10	Gng10
ENSMUSG00000020620	ENSG00000141338	ABCA8	Abca8b
ENSMUSG00000041482	ENSG00000154864	PIEZO2	Piezo2
ENSMUSG00000032897	ENSG00000066136	NFYC	Nfyc
ENSMUSG00000076481	ENSG00000232869	TRBV29-1	Trbv30
ENSMUSG00000062127	ENSG00000143079	CTTNBP2NL	Cttnbp2nl
ENSMUSG00000026657	ENSG00000151474	FRMD4A	Frmd4a
ENSMUSG00000054106	ENSG00000204983	PRSS1	Try4
ENSMUSG00000054106	ENSG00000010438	PRSS3	Try4
ENSMUSG00000054106	ENSG00000275896	PRSS2	Try4
ENSMUSG00000092416	ENSG00000196456	ZNF775	Zfp141
ENSMUSG00000041840	ENSG00000152240	HAUS1	Haus1
ENSMUSG00000005696	ENSG00000183918	SH2D1A	Sh2d1a
ENSMUSG00000096727	ENSG00000240065	PSMB9	Psmb9
ENSMUSG00000055707	ENSG00000167487	KLHL26	Klhl26
ENSMUSG00000007850	ENSG00000169045	HNRNPH1	Hnrnph1
ENSMUSG00000090471	ENSG00000185940	KRTAP5-5	Gm4553
ENSMUSG00000090471	ENSG00000205867	KRTAP5-2	Gm4553
ENSMUSG00000035561	ENSG00000137124	ALDH1B1	Aldh1b1
ENSMUSG00000027242	ENSG00000092470	WDR76	Wdr76
ENSMUSG00000045150	ENSG00000186119	OR5D18	Olfr1161
ENSMUSG00000079120	ENSG00000239839	DEFA3	AY761185
ENSMUSG00000079120	ENSG00000164821	DEFA4	AY761185
ENSMUSG00000079120	ENSG00000240247	DEFA1B	AY761185
ENSMUSG00000079120	ENSG00000164816	DEFA5	AY761185
ENSMUSG00000079120	ENSG00000206047	DEFA1	AY761185
ENSMUSG00000079120	ENSG00000164822	DEFA6	AY761185
ENSMUSG00000028821	ENSG00000117614	SYF2	Syf2
ENSMUSG00000041225	ENSG00000165322	ARHGAP12	Arhgap12
ENSMUSG00000040987	ENSG00000204520	MICA	Mill2
ENSMUSG00000040987	ENSG00000204516	MICB	Mill2
ENSMUSG00000020577	ENSG00000106537	TSPAN13	Tspan13
ENSMUSG00000008438	ENSG00000139985	ADAM21	Adam21
ENSMUSG00000066798	ENSG00000186130	ZBTB6	Zbtb6
ENSMUSG00000029158	ENSG00000177752	YIPF7	Yipf7
ENSMUSG00000090698	ENSG00000178878	APOLD1	Apold1
ENSMUSG00000033769	ENSG00000144036	EXOC6B	Exoc6b
ENSMUSG00000009734	ENSG00000106536	POU6F2	Pou6f2
ENSMUSG00000050714	ENSG00000171448	ZBTB26	Zbtb26
ENSMUSG00000044364	ENSG00000125895	TMEM74B	Tmem74b
ENSMUSG00000064105	ENSG00000148842	CNNM2	Cnnm2
ENSMUSG00000021694	ENSG00000049167	ERCC8	Ercc8
ENSMUSG00000035179	ENSG00000162148	PPP1R32	Ppp1r32
ENSMUSG00000045566	ENSG00000184148	SPRR4	Sprr4
ENSMUSG00000075140	ENSG00000186119	OR5D18	Olfr73
ENSMUSG00000044485	ENSG00000142515	KLK3	Klk1b11
ENSMUSG00000044485	ENSG00000167751	KLK2	Klk1b11
ENSMUSG00000044485	ENSG00000167748	KLK1	Klk1b11
ENSMUSG00000001946	ENSG00000149564	ESAM	Esam
ENSMUSG00000075139	ENSG00000186113	OR5D14	Olfr1162
ENSMUSG00000038250	ENSG00000170185	USP38	Usp38
ENSMUSG00000025279	ENSG00000163687	DNASE1L3	Dnase1l3
ENSMUSG00000018509	ENSG00000166582	CENPV	Cenpv
ENSMUSG00000041684	ENSG00000134897	BIVM	Bivm
ENSMUSG00000041684	ENSG00000270181	BIVM-ERCC5	Bivm
ENSMUSG00000030243	ENSG00000004700	RECQL	Recql
ENSMUSG00000023944	ENSG00000096384	HSP90AB1	Hsp90ab1
ENSMUSG00000073876	ENSG00000258728	AL162231.3	Gm13305
ENSMUSG00000073876	ENSG00000137070	IL11RA	Gm13305
ENSMUSG00000042759	ENSG00000184730	APOBR	Apobr
ENSMUSG00000019189	ENSG00000145860	RNF145	Rnf145
ENSMUSG00000063582	ENSG00000180988	OR52N2	Olfr666
ENSMUSG00000060615	ENSG00000214274	ANG	Ang4
ENSMUSG00000103523	ENSG00000285946	AL162596.1	2210017I01Rik
ENSMUSG00000034266	ENSG00000156127	BATF	Batf
ENSMUSG00000023307	ENSG00000198060	MARCHF5	Marchf5
ENSMUSG00000021342	ENSG00000172179	PRL	Prl
ENSMUSG00000053719	ENSG00000142515	KLK3	Klk1b26
ENSMUSG00000053719	ENSG00000167751	KLK2	Klk1b26
ENSMUSG00000053719	ENSG00000167748	KLK1	Klk1b26
ENSMUSG00000029695	ENSG00000008311	AASS	Aass
ENSMUSG00000029306	ENSG00000029559	IBSP	Ibsp
ENSMUSG00000004366	ENSG00000157005	SST	Sst
ENSMUSG00000039703	ENSG00000182446	NPLOC4	Nploc4
ENSMUSG00000047531	ENSG00000198471	RTP2	Rtp2
ENSMUSG00000042501	ENSG00000165078	CPA6	Cpa6
ENSMUSG00000019312	ENSG00000141738	GRB7	Grb7
ENSMUSG00000057170	ENSG00000172179	PRL	Prl3d1
ENSMUSG00000036938	ENSG00000204983	PRSS1	Try5
ENSMUSG00000036938	ENSG00000010438	PRSS3	Try5
ENSMUSG00000036938	ENSG00000275896	PRSS2	Try5
ENSMUSG00000031753	ENSG00000103051	COG4	Cog4
ENSMUSG00000019505	ENSG00000170315	UBB	Ubb
ENSMUSG00000057770	ENSG00000180988	OR52N2	Olfr668
ENSMUSG00000020340	ENSG00000055163	CYFIP2	Cyfip2
ENSMUSG00000057173	ENSG00000196460	RFX8	Rfx8
ENSMUSG00000028701	ENSG00000171357	LURAP1	Lurap1
ENSMUSG00000015568	ENSG00000175445	LPL	Lpl
ENSMUSG00000074447	ENSG00000239839	DEFA3	Defa21
ENSMUSG00000074447	ENSG00000164821	DEFA4	Defa21
ENSMUSG00000074447	ENSG00000240247	DEFA1B	Defa21
ENSMUSG00000074447	ENSG00000164816	DEFA5	Defa21
ENSMUSG00000074447	ENSG00000206047	DEFA1	Defa21
ENSMUSG00000074447	ENSG00000164822	DEFA6	Defa21
ENSMUSG00000111842	ENSG00000267477	AC008481.3	Gm49318
ENSMUSG00000074925	ENSG00000188647	PTAR1	Ptar1
ENSMUSG00000040250	ENSG00000064102	INTS13	Ints13
ENSMUSG00000003410	ENSG00000196361	ELAVL3	Elavl3
ENSMUSG00000053863	ENSG00000152595	MEPE	Mepe
ENSMUSG00000019998	ENSG00000079950	STX7	Stx7
ENSMUSG00000031443	ENSG00000057593	F7	F7
ENSMUSG00000019777	ENSG00000196591	HDAC2	Hdac2
ENSMUSG00000038738	ENSG00000161681	SHANK1	Shank1
ENSMUSG00000036249	ENSG00000184898	RBM43	Rbm43
ENSMUSG00000074505	ENSG00000165323	FAT3	Fat3
ENSMUSG00000005553	ENSG00000105675	ATP4A	Atp4a
ENSMUSG00000020325	ENSG00000070404	FSTL3	Fstl3
ENSMUSG00000030000	ENSG00000075340	ADD2	Add2
ENSMUSG00000014198	ENSG00000187595	ZNF385C	Zfp385c
ENSMUSG00000029829	ENSG00000214128	TMEM213	Tmem213
ENSMUSG00000038481	ENSG00000155111	CDK19	Cdk19
ENSMUSG00000066839	ENSG00000130159	ECSIT	Ecsit
ENSMUSG00000048440	ENSG00000186526	CYP4F8	Cyp4f16
ENSMUSG00000054727	ENSG00000139351	SYCP3	1700013H16Rik
ENSMUSG00000038600	ENSG00000105929	ATP6V0A4	Atp6v0a4
ENSMUSG00000020323	ENSG00000185198	PRSS57	Prss57
ENSMUSG00000042179	ENSG00000187021	PNLIPRP1	Pnliprp1
ENSMUSG00000026313	ENSG00000068024	HDAC4	Hdac4
ENSMUSG00000002944	ENSG00000135218	CD36	Cd36
ENSMUSG00000017830	ENSG00000108771	DHX58	Dhx58
ENSMUSG00000074446	ENSG00000239839	DEFA3	Defa23
ENSMUSG00000074446	ENSG00000164821	DEFA4	Defa23
ENSMUSG00000074446	ENSG00000240247	DEFA1B	Defa23
ENSMUSG00000074446	ENSG00000164816	DEFA5	Defa23
ENSMUSG00000074446	ENSG00000206047	DEFA1	Defa23
ENSMUSG00000074446	ENSG00000164822	DEFA6	Defa23
ENSMUSG00000060568	ENSG00000188859	FAM78B	Fam78b
ENSMUSG00000030549	ENSG00000140519	RHCG	Rhcg
ENSMUSG00000071521	ENSG00000204983	PRSS1	Try10
ENSMUSG00000071521	ENSG00000010438	PRSS3	Try10
ENSMUSG00000071521	ENSG00000275896	PRSS2	Try10
ENSMUSG00000054759	ENSG00000212725	KRTAP2-1	Krtap5-2
ENSMUSG00000054759	ENSG00000213417	KRTAP2-4	Krtap5-2
ENSMUSG00000054759	ENSG00000212724	KRTAP2-3	Krtap5-2
ENSMUSG00000054759	ENSG00000214518	KRTAP2-2	Krtap5-2
ENSMUSG00000054759	ENSG00000215454	KRTAP10-4	Krtap5-2
